DistCode,BldgCode,SchName,Address,City,Zip5,Zip4,AreaCode,Phone3,Phone4,BldgType,Denom,ISDCode,CountyCode,Admin,CntEmail,SchUpdated,MeetReq,SpEdCount,PrtTimeCnt,NeedyCount,InstrHours,InstrDays,ReligYes,ReligNo,CrtPrmYES,CrtPrmNO,CrimCkYES,CrimCkNO,MICert,MIPermits,NoHSDipl,HSDiploma,Bachelors,OtherCert,TotalTeach,Pre_K,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,tot_all,EngRead,Math,SocStudies,Science,USConst,MIConst,History,TCountPrK,TCountK8,TCount9_12,TotTCount,PCountPrK,PCountK8,PCount9_12,TotPCount,OCountPrK,OCountK8,OCount9_12,TotOCounts
63260,03759,ST JOHN LUTHERAN SCHOOL,1011 WEST UNIVERSITY,ROCHESTER,48307,,248,402,8052,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),63,63,MARK MC LOUGHLIN,MMCLOUGHLIN@STJOHNROCHESTER.ORG,40161.6343634259,Yes,,,,,,No,Yes,Yes,No,Yes,No,13,0,0,0,0,0,13,,26,19,23,18,20,17,9,26,17,,,,,175,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
63260,06984,OAK ARBOR NEW CHURCH SCHOOL,495 OAK ARBOR CIRCLE WEST,ROCHESTER,48306,,248,652,3420,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,63,63,NATHAN D GLADISH,MSTEEN@OAKARBOR.ORG,40059.6255324074,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,3,2,4,7,1,6,5,2,7,2,,,,,39,1,1,1,1,0,0,0,,2,,2,,1,,1,,,,0
63270,01516,GUARDIAN ANGELS SCHOOL,521 EAST FOURTEEN MILE ROAD,CLAWSON,48017,,248,588,5545,Elementary School (Pre-K or K through 6-8),Roman Catholic,63,63,SHARON HAMMERSCHMIDT,SHARONH@GUARDIANA.COM,40086.6040625,Yes,3,0,,,,No,Yes,No,Yes,Yes,No,15,,,,1,,16,23,22,23,44,25,26,39,25,35,28,,,,,290,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
63280,00337,BISHOP FOLEY CATHOLIC HIGH,32000 CAMPBELL ROAD,MADISON HEIGHTS,48071,,248,585,1210,Senior High School (9-12 or 10-12),Roman Catholic,63,63,JOANNE MOLNAR,MOLNAR@BISHOPFOLEY.ORG,40086.4254861111,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,19,,,,3,,22,,,,,,,,,,,55,103,104,92,354,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
63280,06467,JAPHET SCHOOL,31201 DORCHESTER,MADISON HEIGHTS,48071,,248,585,9150,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,CATHERINE MOHAN,FRONTOFFICE@JAPHET.ORG,40098.3447569444,No,,,,,,No,Yes,No,Yes,Yes,No,5,0,0,2,4,,11,13,9,5,8,7,3,5,5,6,5,0,0,0,0,66,1,1,1,1,1,0,0,,,,0,,,,0,,,,0
50010,06995,CROWN OF LIFE LUTHERAN SCHOOL,25065 EUREKA DRIVE,WARREN,48091,5010,586,755,6154,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),50,50,DANIEL NOLTE,noltedc@hotmail.com,40086.4821527778,Yes,1,0,,,,Yes,No,No,No,Yes,No,,,,,,,,2,4,3,2,4,5,1,7,4,2,0,0,0,0,34,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
63290,02763,WIXOM CHRISTIAN SCHOOL,620 NORTH WIXOM ROAD,WIXOM,48393,,248,624,4362,Elementary through High School (K-12),Unaffiliated - Religious,63,63,BRAD STILLE, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63290,03854,ST WILLIAM SCHOOL,135 O'FLAHERTY,WALLED LAKE,48390,,248,669,4440,Elementary School (Pre-K or K through 6-8),Roman Catholic,63,63,LINDA JACKSON,DDARGA@STWILLIAM.COM,40161.6203587963,Yes,,,,33,173,No,No,Yes,No,Yes,No,13,0,0,0,0,0,13,,13,21,23,16,26,24,24,20,23,,,,,190,1,1,1,1,1,0,0,0,13,0,13,0,1,0,1,0,0,0,0
63290,03920,ST MATTHEW LUTHERAN SCHOOL,2040 SOUTH COMMERCE ROAD,WALLED LAKE,48390,,248,624,7677,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),63,63,SUE PALKA,SUSAN.PALKA@ST-MATTHEW.ORG,40161.6214236111,Yes,,,,,,No,Yes,Yes,No,Yes,No,11,0,0,0,0,0,11,29,14,18,17,22,18,27,20,21,27,,,,,213,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
63300,02045,ST STEPHEN LUTHERAN SCHOOL,4860 MIDLAND DRIVE,WATERFORD,48329,,248,673,5906,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),63,63,KRISTEN NELSON-MC KENZIE,STSTEPHENWATERFORD@YAHOO.COM,40096.9240277778,Yes,10,0,17,35,182,No,Yes,Yes,No,Yes,No,8,0,0,0,0,0,8,11,10,15,16,12,16,17,13,18,11,,,,,139,1,1,1,1,1,0,1,,8,,8,,1,,1,,0,,0
63300,02893,OUR LADY OF THE LAKES SCHOOL,5495 DIXIE HIGHWAY,WATERFORD,48329,,248,623,0340,Elementary through High School (K-12),Roman Catholic,63,63,CARL UBERTI,CARL.UBERTI@OLLONLINE.ORG,40089.9737384259,Yes,5,2,,,,No,Yes,No,Yes,Yes,No,27,0,0,0,4,0,31,28,25,34,33,40,42,29,40,39,49,42,36,50,47,534,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
63300,05358,WATERFORD ADVENTIST SCHOOL,5725 PONTIAC LAKE ROAD,WATERFORD,48327,,248,682,6262,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),63,63,SUSAN MESERAULL,BDAVIS@MISDA.ORG,40090.8950347222,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,,,,,,1,1,,3,1,,4,1,2,2,1,2,,,,,16,1,1,1,1,1,0,0,,1,,1,,,,0,,,,0
63300,06475,BROOKFIELD ACAD-LAUREL CAMP,2490 AIRPORT ROAD,WATERFORD,48327,,248,673,0008,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,LISA WINKEL,brookfield.laurel@brighthorizons.com,40157.6265162037,Yes,0,0,0,,,No,Yes,No,Yes,Yes,No,2,,0,0,3,0,5,17,13,6,9,5,5,2,,,,,,,,57,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
64040,01590,OCEANA CHRISTIAN SCHOOL,3258 NORTH 72ND AVENUE,HART,49420,,231,873,2514,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,64,64,DENNIS C. FOLEY,DTAFOLEY@BELLSOUTH.NET,40308.6055902778,Yes,,,,,,Yes,No,No,No,,,,,,,,,,11,14,11,13,12,14,12,12,4,6,,,,,109,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
64080,02680,NEW ERA CHRISTIAN SCHOOL,1901 OAK AVENUE,NEW ERA,49446,,231,861,5450,Elementary School (Pre-K or K through 6-8),Christian (CSI),64,64,DAVID C WAGNER,NEWERACHRISTIAN@CHARTER.NET,40116.5374768519,Yes,7,0,,32,178,No,Yes,Yes,No,Yes,No,6,0,0,0,0,0,6,19,9,16,10,6,9,11,8,12,6,,,,,106,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
65045,03357,ST JOSEPH SCHOOL,935 WEST HOUGHTON,WEST BRANCH,48661,,989,345,0220,Elementary School (Pre-K or K through 6-8),Roman Catholic,72,65,LORRENE SPAULDING,Spauldlo@hotmail.com,40096.8644907407,Yes,2,0,28,30,180,No,Yes,Yes,No,Yes,No,8,0,0,0,0,0,8,0,22,15,20,17,12,17,15,14,19,,,,,151,1,1,1,1,1,1,1,,8,,8,,1,,1,0,1,0,1
67020,03122,DAYSTAR CHRISTIAN ACADEMY,3976 80TH AVENUE,EVART,49631,,231,734,3771,Elementary through High School (K-12),Unaffiliated - Religious,54,67,LINDA I DERSCHEID,EBMCDCA@COPPER.NET,40086.5082060185,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,2,5,7,1,4,8,6,5,5,5,2,4,4,1,59,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
67060,04219,TRINITY LUTHERAN SCHOOL,139 WEST CHURCH AVENUE,REED CITY,49677,,231,832,5186,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),54,67,JAMES SMITH,JSMITH5621@AOL.COM,40147.8526041667,Yes,4,0,28,33,175,No,Yes,No,Yes,Yes,No,6,0,0,1,0,0,7,15,10,9,11,6,8,7,10,5,5,0,0,0,0,86,1,1,1,1,0,0,0,1,5,,6,,,,0,,,,0
69020,05471,ST MARY CATHEDRAL SCHOOL,321 NORTH OTSEGO,GAYLORD,49735,,989,732,5801,Elementary through High School (K-12),Roman Catholic,16,69,CYNTHIA N PINEDA,CPINEDA@GAYLORDSTMARY.ORG,40096.8684143519,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,8,0,0,0,17,0,25,21,25,27,17,28,29,21,22,20,17,13,17,16,26,299,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70010,01456,GRAND HAVEN CHRISTIAN SCHOOL,1102 GRANT AVENUE,GRAND HAVEN,49417,,616,842,5420,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,RICK GEERTSMA,LBAREHAM@GRANDHAVENCHRISTIAN.ORG,40086.5967824074,Yes,25,0,,,,No,Yes,Yes,No,Yes,No,24,,,,,,24,78,42,23,32,21,29,28,29,20,24,0,0,0,0,326,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70010,03781,ST JOHNS LUTHERAN SCHOOL,525 TAYLOR,GRAND HAVEN,49417,,616,842,0260,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),70,70,LAURA HARVEY,LHARVEY@SJLCS.ORG,40096.8488541667,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,6,0,0,0,0,0,6,55,12,8,6,2,7,5,9,1,9,,,,,114,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70010,04763,LAKESHORE BAPTIST ACADEMY,13664 LAKESHORE DRIVE,GRAND HAVEN,49417,,616,842,8290,Elementary through High School (K-12),Baptist,70,70,STEPHEN JASPERS,0,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
70020,02358,PINE RIDGE CHRISTIAN SCHOOL,623 WEST 40TH STREET,HOLLAND,49423,,616,820,3505,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,LYLE AHRENHOLZ,THOWELL@HOLLANDCHRISTIAN.ORG,40090.7476041667,Yes,40,2,7,35,174,No,Yes,Yes,No,Yes,No,20,,0,0,0,0,20,,,,,51,57,49,80,,,,,,,237,1,1,1,1,0,0,0,,14,,14,,1,,1,,5,,5
70020,03534,SOUTH SIDE CHRISTIAN SCHOOL,913 PINE AVENUE,HOLLAND,49423,,616,820,3535,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,SALLY J VAN HEMERT,SVANHEMERT@HOLLANDCHRISTIAN.ORG,40096.7843518518,Yes,3,0,,,,No,Yes,Yes,No,Yes,No,15,1,,,,,16,96,42,37,56,,,,,,,,,,,231,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
70070,03699,CORPUS CHRISTI CATHOLIC SCH,12100 QUINCY STREET,HOLLAND,49424,,616,994,9864,Elementary School (Pre-K or K through 6-8),Roman Catholic,70,70,JOANNE SWAN JONES,JSWANJONES@CORPUSCHRISTISCHOOL.US,40161.6287962963,Yes,,,,35,178,No,Yes,Yes,No,Yes,No,11,0,0,0,0,0,11,30,16,17,19,17,19,13,8,9,13,,,,,161,1,1,1,1,1,1,1,1,10,0,11,1,0,0,1,0,0,0,0
70020,04915,HOLLAND CHRISTIAN HIGH SCH,950 OTTAWA AVENUE,HOLLAND,49423,,616,820,2901,Senior High School (9-12 or 10-12),Christian (CSI),70,70,TROY STAHL,TSTAHL@HOLLANDCHRISTIAN.ORG,40231.6426851852,Yes,20,3,,,,No,Yes,No,Yes,Yes,No,45,2,0,0,0,3,50,,,,,,,,,,,186,202,208,203,799,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70020,05169,HOLLAND SDA SCHOOL,11385  E OTTOGAN,HOLLAND,49423,,616,396,5941,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),70,70,FRANCES J ROBINSON,BDAVIS@MISDA.ORG,40086.6653009259,Yes,0,0,17,31,177,No,Yes,No,Yes,Yes,No,1,,,1,1,1,4,,5,4,5,5,3,3,3,3,4,,,,,35,1,1,1,1,1,1,1,,4,,4,,,,0,,,,0
70020,06992,CALVARY  SCHOOLS OF HOLLAND,518 PLASMAN AVENUE,HOLLAND,49423,,616,396,4494,Elementary School (Pre-K or K through 6-8),Baptist,70,70,PAUL DAVIS,hwiersma@cbschool.org,40086.4314467593,Yes,0,11,,34,167,Yes,No,No,No,Yes,No,,,,,,,,11,22,14,21,18,19,13,21,22,14,20,16,25,11,247,1,1,1,1,1,1,1,1,15,7,23,1,1,1,3,,1,1,2
70040,00068,ALLENDALE CHRISTIAN SCHOOL,11050 64TH AVENUE,ALLENDALE,49401,,616,895,5108,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,ALICE SPAANSTRA,SKUPERUS@ALTELCO.NET,40068.7463310185,Yes,1,0,,,,No,Yes,Yes,No,Yes,No,18,,,,,,18,64,22,23,25,24,19,20,18,17,30,,,,,262,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70070,05385,ROSE PARK CHRISTIAN SCHOOL,556 BUTTERNUT DRIVE,HOLLAND,49424,,616,820,4055,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,LAURA A KOS,LKOS@HOLLANDCHRISTIAN.ORG,40090.8622337963,Yes,9,1,,,,No,Yes,Yes,No,Yes,No,25,,,,,,25,121,37,25,38,38,44,49,53,,,,,,,405,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
70120,02121,LAMONT CHRISTIAN SCHOOL,5260 LEONARD STREET,COOPERSVILLE,49404,,616,677,1757,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,TOM MULDER,TMULDER2@REMC7.K12.MI.US,40052.8046412037,Yes,0,0,8,38,,No,Yes,Yes,No,Yes,No,7,0,0,0,0,0,7,10,6,7,8,5,8,10,8,14,6,0,0,0,0,82,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70120,03367,ST MICHAEL SCHOOL,17150 88TH AVENUE,COOPERSVILLE,49404,,616,837,8580,Elementary School (Pre-K or K through 6-8),Roman Catholic,70,70,PETER EMMERSON,PRINCIPAL@SAINTMICHAELS.US,40240.6602777778,Yes,,,,31,176,No,Yes,Yes,No,Yes,No,5,,,,,,5,13,6,5,5,6,5,2,8,,,,,,,50,1,1,1,1,0,0,0,0,4,,4,0,,,0,,,,0
70120,03817,ST JOSEPH SCHOOL,18768 8TH AVENUE,CONKLIN,49403,,616,899,5300,Elementary School (Pre-K or K through 6-8),Roman Catholic,70,70,SHANNON SAXTON-MURPHY,SAXTONS@HOTMAIL.COM,40068.7725694444,Yes,5,0,9,32,170,No,Yes,Yes,No,Yes,No,6,0,,,,,6,12,9,4,10,6,8,4,6,2,4,,,,,65,1,1,1,1,1,1,1,,5,,5,,1,,1,,,,0
70175,01918,JENISON CHRISTIAN SCHOOL,7726 GRACELAND DRIVE,JENISON,49428,,616,457,3301,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,CHUCK PASMA,CPASMA@JENISONCHRISTIAN.ORG,40089.6585416667,Yes,19,0,35,32,177,No,Yes,Yes,No,Yes,No,24,1,,,,,25,15,40,28,34,29,30,41,27,40,37,,,,,321,1,1,1,1,1,1,1,1,17,,18,,1,,1,,1,,1
70190,01786,HUDSONVILLE CHRISTIAN SCHOOL,3435 OAK STREET,HUDSONVILLE,49426,,616,669,6689,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,BOB VANDER LAAN,LKELLAR@HUDSONVILLECHRISTIAN.ORG,40126.6627777778,Yes,31,0,18,34,177,No,Yes,Yes,No,Yes,No,50,,,,,,50,16,78,83,70,90,76,101,99,110,120,0,0,0,0,843,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
70190,03005,FREEDOM BAPTIST SCHOOLS,6340 AUTUMN DRIVE,HUDSONVILLE,49426,,616,669,2270,Elementary through High School (K-12),Baptist,70,70,SCOTT HUCKABY,SHUCKABY@FREEDOMBAPTISTSCHOOLS.ORG,40096.7531597222,Yes,34,3,,33,175,No,Yes,No,Yes,Yes,No,13,0,0,1,14,1,29,0,18,15,18,14,17,23,14,24,26,32,41,33,36,311,1,1,1,1,1,1,1,,9,14,23,,,1,1,,,,0
70190,04260,UNITY CHRISTIAN HIGH SCHOOL,3487 OAK STREET,HUDSONVILLE,49426,,616,669,1820,Senior High School (9-12 or 10-12),Christian (CSI),70,70,JACK POSTMA,JPOSTMA@UNITYCHRISTIAN.ORG,40147.855775463,Yes,130,0,,30,180,No,Yes,Yes,No,Yes,No,45,0,,,,,45,,,,,,,,,,,161,183,191,172,707,1,1,1,1,1,1,1,,,43,43,,,4,4,,,0,0
70300,03913,ST MARY SCHOOL,421 EAST EXCHANGE STREET,SPRING LAKE,49456,,616,842,1282,Elementary School (Pre-K or K through 6-8),Roman Catholic,70,70,MICHAEL V DEVITT,MDEVITT@REMC7.K12.MI.US,40147.8331828704,Yes,2,0,7,35,177,No,Yes,Yes,No,Yes,No,11,0,,,,,11,31,18,16,16,18,23,18,19,26,11,,,,,196,1,1,1,1,1,1,1,1,10,,11,,1,,1,,,,0
70350,00242,BEAVERDAM CHRISTIAN SCHOOL,5181 64TH AVENUE,HUDSONVILLE,49426,,616,875,8340,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,STEPHANIE MIEDEMA,BEAVERDAMCHRISTIAN@YAHOO.COM,40119.4088194444,Yes,,,5,33,176,No,Yes,Yes,No,Yes,No,9,0,0,0,0,0,9,4,3,11,7,4,14,6,14,7,10,,,,,80,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
70350,00361,BORCULO CHRISTIAN SCHOOL,6830 96TH AVENUE,ZEELAND,49464,,616,875,8152,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,RANDY HAZENBERG,BCSOFICE@BORCULOCHRSCHOOL.ORG,40084.4158680556,Yes,7,0,,35,,No,Yes,Yes,No,Yes,No,13,,,,,,13,34,11,8,13,8,11,9,12,18,8,,,,,132,1,1,1,1,1,1,1,,2,,2,,1,,1,,,,0
70350,04621,ZEELAND CHRISTIAN SCHOOL,334 WEST CENTRAL AVENUE,ZEELAND,49464,,616,772,2609,Elementary School (Pre-K or K through 6-8),Christian (CSI),70,70,WILLIAM VAN DYK,brininge@zcs.org,40116.5529976852,Yes,53,0,45,36,173,No,Yes,No,Yes,Yes,No,58,,0,1,7,2,68,272,70,83,81,69,54,91,70,58,69,,,,,917,1,1,1,1,1,1,1,5,31,,36,,2,,2,,16,,16
71080,03732,ST IGNATIUS CATHOLIC SCHOOL,545 SOUTH THIRD STREET,ROGERS CITY,49779,,989,734,3443,Elementary School (Pre-K or K through 6-8),Roman Catholic,16,71,AMY E RABEAU,RCV286@12K.COM,40212.4120949074,Yes,0,0,19,30,180,No,Yes,Yes,No,Yes,No,0,8,0,0,0,,8,0,0,16,10,8,14,9,12,8,15,0,0,0,0,92,1,1,1,1,1,0,0,0,7,0,7,0,1,0,1,0,0,0,0
71080,03780,ST JOHNS LUTHERAN SCHOOL,145 NORTH FIFTH STREET,ROGERS CITY,49779,,989,734,3580,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),16,71,LINDA S SCHALK,LSCHALK@LSPORTAL.NET,40096.8499768519,Yes,,0,,,,No,Yes,Yes,No,Yes,No,5,,,,,,5,5,6,4,6,5,6,6,2,6,6,,,,,52,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
72010,06868,IMMANUEL CHRISTIAN SCHOOL,2794 W MAPLEHURST  PO BOX 6,ROSCOMMON,48653,,989,275,4363,Elementary School (Pre-K or K through 6-8),Baptist,72,72,DAVID E HANSEN, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
72020,02901,OUR LADY OF THE LAKE SCHOOL,1039 WEST HOUGHTON LAKE,PRUDENVILLE,48651,,989,366,5592,Elementary School (Pre-K or K through 6-8),Roman Catholic,72,72,MICHALINA WARGO,LENNIEWARGO@YAHOO.COM,40105.54375,Yes,,,21,30,182,No,Yes,Yes,No,Yes,No,4,0,,,,,4,39,9,6,9,3,5,6,6,3,7,,,,,93,1,1,1,1,1,0,1,1,3,0,4,0,1,0,1,0,0,0,0
73010,01720,HOLY CROSS LUTHERAN SCHOOL,610 COURT STREET,SAGINAW,48602,4249,989,793,9795,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),73,73,ROGER WOLTER,ROGER.WOLTER@HCLS.ORG,40126.6616666667,Yes,0,0,16,,175,No,Yes,Yes,No,Yes,No,9,,,,,,9,35,5,12,10,13,16,15,18,6,11,0,0,0,0,141,1,1,1,1,1,1,1,1,7,,8,,1,,1,,,,0
73040,02982,PEACE LUTHERAN SCHOOL,3161 LAWNDALE ROAD,SAGINAW,48603,,989,792,2581,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),73,73,GARY CAMPBELL,KROBINSON@PEACESAGINAW.NET,40089.986099537,Yes,15,0,20,31,176,No,Yes,Yes,No,Yes,No,17,,,,,,17,62,29,38,33,24,27,14,30,29,20,0,0,0,0,306,1,1,1,1,1,1,1,2,12,,14,1,1,,2,1,,,1
73010,03966,ST PAUL LUTHERAN SCHOOL,2745 WEST GENESEE,SAGINAW,48602,,989,799,3271,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),73,73,MICHAEL A HEIN, ,40161.6522685185,Yes,,,,,,Yes,No,No,No,Yes,No,,,,,,,,7,16,11,16,16,16,18,14,11,17,,,,,142,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
73010,05273,MICHIGAN LUTHERAN SEMINARY,2777 HARDIN STREET,SAGINAW,48602,,989,793,1041,Senior High School (9-12 or 10-12),Lutheran (Wisconsin Synod),73,73,WILLIAM ZEIGER,WEZ@MLSEM.ORG,40165.6555902778,Yes,0,0,0,36,178,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,43,40,48,51,182,1,1,1,1,1,1,1,,,18,18,,,1,1,,,,0
73010,05512,TRI-CITY SDA SCHOOL,3955 KOCHVILLE ROAD,SAGINAW,48604,,989,790,2508,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),73,73,DELORES QUALLS,BDAVIS@MISDA.ORG,40090.8722800926,Yes,2,0,1,,,No,Yes,Yes,No,Yes,No,2,,,,,,2,,,,,1,2,4,2,1,2,2,,,,14,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
73030,00311,BETHLEHEM LUTHERAN SCHOOL,2777 HERMANSAU,SAGINAW,48604,,989,755,1146,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),73,73,RONALD DRESSLER,BETHLEHEMSAGINAW@YAHOO.COM,40157.6220601852,Yes,0,0,35,33,176,No,Yes,No,Yes,Yes,No,9,,,,,1,10,15,13,9,13,9,13,18,22,15,17,,,,,144,1,1,1,1,1,1,1,,9,,9,,1,,1,,,,0
73040,03375,ST THOMAS AQUINAS SCHOOL,2136 BERBEROVICH STREET,SAGINAW,48603,,989,792,2361,Elementary School (Pre-K or K through 6-8),Roman Catholic,73,73,SR ANN DE GUISE,JENSPRAGUE1@YAHOO.COM,40068.7839467593,Yes,0,0,14,34,174,No,Yes,Yes,No,Yes,No,25,0,,,,,25,65,36,37,20,36,29,41,47,46,40,,,,,397,1,1,1,1,0,0,0,1,24,,25,,1,,1,1,21,,22
73040,03869,GETHSEMANE LUTHERAN SCHOOL,3412 CRESTMONT,SAGINAW,48603,,989,792,3607,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,73,73,DANIEL E BARTHELS,BARTHELSDANIEL@SBCGLOBAL.NET,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
73040,04705,ST JOHNS EV LUTHERAN SCHOOL,4705 BROCKWAY ROAD,SAGINAW,48638,,989,799,0935,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),73,73,JOHN HENDERSON, ,40161.6530555556,Yes,,,,,175,Yes,No,No,No,Yes,No,0,0,0,0,0,0,3,,5,,5,1,3,3,3,2,2,,,,,24,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
73040,06061,BETHANY LUTHERAN SCHOOL,5051 MCCARTY ROAD,SAGINAW,48603,,989,799,0935,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),73,73,JOHN HENDERSON, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
73040,06565,GRACE CHRISTIAN SCHOOL,4619 MACKINAW ROAD,SAGINAW,48603,,989,793,2129,Elementary through High School (K-12),Baptist,73,73,SHARON GAMBER,SDGFORSCHOOL@YAHOO.COM,40096.7559837963,Yes,5,1,,29,172,No,Yes,No,Yes,Yes,No,3,0,0,1,3,1,8,10,3,3,4,1,1,2,4,7,5,5,3,3,,51,1,1,1,1,1,1,1,1,4,2,7,,,1,1,,,,0
73110,02877,CHRIST EV LUTHERAN SCHOOL,16070 W BRADY ROAD,OAKLEY,48649,,989,845,2611,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),73,73,ALAN W SCHAFFER,A.SCHAFFER@CENTURYTEL.NET,40211.5989583333,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,,3,3,2,4,2,2,1,1,4,,,,,22,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
73110,04691,ZION EVANGELICAL LUTHERAN,796 EAST HAMPTON STREET,CHESANING,48616,,989,845,2377,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),73,73,LISA BORUCKI,TIGERPAWS@CHARTERINTERNET.COM,40147.857974537,Yes,3,0,0,,,No,Yes,No,Yes,Yes,No,1,,,,2,,3,8,4,1,3,5,0,2,4,3,3,,,,,33,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
73110,05327,OUR LADY PERPETUAL HELP ELEM,802 LOCKWOOD,CHESANING,48616,,989,845,6338,Elementary School (Pre-K or K through 6-8),Roman Catholic,73,73,BRANDY ALLEN,ALDENB@CENTURYTEL.NET,40092.5614351852,Yes,,,,,,No,Yes,Yes,No,Yes,No,6,,,,,,6,10,5,4,7,7,0,3,5,0,0,,,,,41,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
73180,07007,BRIDGEPORT BAPTIST ACADEMY,2400 KING ROAD  PO BOX 249,BRIDGEPORT,48722,0249,989,777,6811,Elementary through High School (K-12),Baptist,73,73,JOHN D HOWELL, ,40161.6548958333,Yes,,,,,,Yes,No,No,No,Yes,No,,,,,,,,,,3,10,3,7,7,6,6,4,7,13,10,10,86,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
