"DCODE-BCODE";"DNAME - BNAME";"DCODE";"DNAME";0;"BCODE";"BNAME";0
"22010-00619";"IRON MOUNTAIN PUBLIC SCHOOLS - CENTRAL ELEMENTARY SCHOOL";"63912";"OAKLAND INTERNATIONAL ACADEMY";0;"01044";"EASTERN HIGH SCHOOL";0
"22010-01009";"IRON MOUNTAIN PUBLIC SCHOOLS - EAST ELEMENTARY SCHOOL";"63913";"WALTON CHARTER ACADEMY";0;"01045";"MASON COUNTY EASTERN JUNIOR HIGH/HIGH SCHOOL";0
"22010-01978";"IRON MOUNTAIN PUBLIC SCHOOLS - CENTRAL MIDDLE SCHOOL";"63914";"ADVANCED TECHNOLOGY ACADEMY";0;"01049";"EASTLAND ELEMENTARY SCHOOL";0
"22010-03441";"IRON MOUNTAIN PUBLIC SCHOOLS - IRON MOUNTAIN HIGH SCHOOL";"63915";"ARTS AND TECHNOLOGY ACADEMY OF PONTIAC";0;"01050";"EASTLAND JUNIOR HIGH SCHOOL";0
"22010-07561";"IRON MOUNTAIN PUBLIC SCHOOLS - NORTH ELEMENTARY SCHOOL";"63916";"ACADEMY OF WATERFORD";0;"01051";"PINE RIVER ELEMENTARY SCHOOL";0
"22010-08831";"IRON MOUNTAIN PUBLIC SCHOOLS - IM-K COMMUNITY EDUCATION";"63917";"BRADFORD ACADEMY";0;"01052";"EASTLAWN SCHOOL";0
"22025-00000";"NORWAY-VULCAN AREA SCHOOLS - ALL SCHOOLS";"63918";"LAURUS ACADEMY";0;"01053";"ALGONQUIN MIDDLE SCHOOL";0
"22025-02784";"NORWAY-VULCAN AREA SCHOOLS - NORWAY HIGH SCHOOL";"63919";"WOODMONT ACADEMY";0;"01056";"EASTSIDE ELEMENTARY SCHOOL";0
"22025-09666";"NORWAY-VULCAN AREA SCHOOLS - NORWAY ELEMENTARY SCHOOL";"63920";"LIFE SKILLS CENTER OF PONTIAC";0;"01058";"KENNETH T. BEAGLE MIDDLE SCHOOL";0
"22025-09667";"NORWAY-VULCAN AREA SCHOOLS - VULCAN MIDDLE SCHOOL";"63921";"CRESCENT ACADEMY";0;"01060";"EATON RAPIDS SENIOR HIGH SCHOOL";0
"22030-00000";"BREITUNG TOWNSHIP SCHOOLS - ALL SCHOOLS";"63922";"GREAT OAKS ACADEMY";0;"01061";"EAU CLAIRE HIGH SCHOOL";0
"22030-02039";"BREITUNG TOWNSHIP SCHOOLS - KINGSFORD HIGH SCHOOL";"64040";"HART PUBLIC SCHOOL DISTRICT";0;"01064";"EBERWHITE SCHOOL";0
"22030-02040";"BREITUNG TOWNSHIP SCHOOLS - KINGSFORD MIDDLE SCHOOL";"64070";"PENTWATER PUBLIC SCHOOL DISTRICT";0;"01065";"EZRA EBY ELEMENTARY SCHOOL";0
"22030-07358";"BREITUNG TOWNSHIP SCHOOLS - WOODLAND ELEMENTARY SCHOOL";"64080";"SHELBY PUBLIC SCHOOLS";0;"01066";"ECCLES SCHOOL";0
"22045-00000";"NORTH DICKINSON COUNTY SCHOOLS - ALL SCHOOLS";"64090";"WALKERVILLE PUBLIC SCHOOLS";0;"01069";"ECORSE COMMUNITY HIGH SCHOOL";0
"22045-06194";"NORTH DICKINSON COUNTY SCHOOLS - NORTH DICKINSON SCHOOL";"65045";"WEST BRANCH-ROSE CITY AREA SCHOOLS";0;"01070";"GUEST COMMUNITY ED. CENTER";0
"23010-00000";"BELLEVUE COMMUNITY SCHOOLS - ALL SCHOOLS";"66045";"EWEN-TROUT CREEK CONSOLIDATED SCHOOL DISTRICT";0;"01071";"EDGEMONT ELEMENTARY SCHOOL";0
"23010-00265";"BELLEVUE COMMUNITY SCHOOLS - BELLEVUE ELEMENTARY SCHOOL";"66050";"ONTONAGON AREA SCHOOLS";0;"01073";"EDGEWOOD ELEMENTARY SCHOOL";0
"23010-00267";"BELLEVUE COMMUNITY SCHOOLS - BELLEVUE HIGH SCHOOL";"67020";"EVART PUBLIC SCHOOLS";0;"01074";"EDGEWOOD ELEMENTARY SCHOOL";0
"23030-00000";"CHARLOTTE PUBLIC SCHOOLS - ALL SCHOOLS";"67050";"MARION PUBLIC SCHOOLS";0;"01080";"LARSEN ELEMENTARY SCHOOL";0
"23030-00648";"CHARLOTTE PUBLIC SCHOOLS - CHARLOTTE SENIOR HIGH SCHOOL";"67055";"PINE RIVER AREA SCHOOLS";0;"01082";"EDISON ENVIRONMENTAL SCIENCE ACADEMY";0
"23030-00649";"CHARLOTTE PUBLIC SCHOOLS - CHARLOTTE MIDDLE SCHOOL";"67060";"REED CITY AREA PUBLIC SCHOOLS";0;"01083";"EDISON ELEMENTARY SCHOOL";0
"23030-01353";"CHARLOTTE PUBLIC SCHOOLS - GALEWOOD ELEMENTARY SCHOOL";"68010";"MIO-AUSABLE SCHOOLS";0;"01084";"EDISON ELEMENTARY SCHOOL";0
"23030-02162";"CHARLOTTE PUBLIC SCHOOLS - WEYMOUTH ELEMENTARY SCHOOL";"68030";"FAIRVIEW AREA SCHOOL DISTRICT";0;"01086";"AIRPORT SENIOR HIGH SCHOOL";0
"23030-04386";"CHARLOTTE PUBLIC SCHOOLS - WASHINGTON ELEMENTARY SCHOOL ";"69020";"GAYLORD COMMUNITY SCHOOLS";0;"01087";"EDMONSON ELEMENTARY SCHOOL";0
"23030-05797";"CHARLOTTE PUBLIC SCHOOLS - PARKVIEW ELEMENTARY SCHOOL";"69030";"JOHANNESBURG-LEWISTON AREA SCHOOLS";0;"01089";"EDMONSON ELEMENTARY SCHOOL";0
"23030-07757";"CHARLOTTE PUBLIC SCHOOLS - CHARLOTTE ALTERNATIVE EDUCATION";"69040";"VANDERBILT AREA SCHOOLS";0;"01091";"MONTABELLA JUNIOR/SENIOR HIGH";0
"23050-00000";"EATON RAPIDS PUBLIC SCHOOLS - ALL SCHOOLS";"70000";"OTTAWA AREA ISD";0;"01092";"EDSEL FORD HIGH SCHOOL";0
"23050-01060";"EATON RAPIDS PUBLIC SCHOOLS - EATON RAPIDS SENIOR HIGH SCHOOL";"70010";"GRAND HAVEN AREA PUBLIC SCHOOLS";0;"01095";"EDWARDSBURG MIDDLE SCHOOL";0
"23050-02779";"EATON RAPIDS PUBLIC SCHOOLS - NORTHWESTERN ELEMENTARY SCHOOL";"70020";"HOLLAND CITY SCHOOL DISTRICT";0;"01096";"EDWARDSBURG HIGH SCHOOL";0
"23050-06202";"EATON RAPIDS PUBLIC SCHOOLS - EATON RAPIDS MIDDLE SCHOOL";"70040";"ALLENDALE PUBLIC SCHOOL DISTRICT";0;"01097";"EINSTEIN ELEMENTARY SCHOOL";0
"23050-07672";"EATON RAPIDS PUBLIC SCHOOLS - GREYHOUND CENTRAL";"70070";"WEST OTTAWA PUBLIC SCHOOL DISTRICT";0;"01098";"EISENHOWER SCHOOL";0
"23050-08488";"EATON RAPIDS PUBLIC SCHOOLS - GREYHOUND INTERMEDIATE SCHOOL";"70120";"COOPERSVILLE AREA PUBLIC SCHOOL DISTRICT";0;"01099";"ELBA ELEMENTARY SCHOOL";0
"23060-00000";"GRAND LEDGE PUBLIC SCHOOLS - ALL SCHOOLS";"70175";"JENISON PUBLIC SCHOOLS";0;"01104";"HARKER MIDDLE SCHOOL";0
"23060-00483";"GRAND LEDGE PUBLIC SCHOOLS - C.W. NEFF ELEMENTARY SCHOOL";"70190";"HUDSONVILLE PUBLIC SCHOOL DISTRICT";0;"01109";"LAKER HIGH SCHOOL";0
"23060-00898";"GRAND LEDGE PUBLIC SCHOOLS - DELTA CENTER ELEMENTARY SCHOOL";"70300";"SPRING LAKE PUBLIC SCHOOLS";0;"01110";"ELLA M. WHITE SCHOOL";0
"23060-01058";"GRAND LEDGE PUBLIC SCHOOLS - KENNETH T. BEAGLE MIDDLE SCHOOL";"70350";"ZEELAND PUBLIC SCHOOLS";0;"01111";"EUGENE B. ELLIOTT ELEM. SCHOOL";0
"23060-01457";"GRAND LEDGE PUBLIC SCHOOLS - GRAND LEDGE HIGH SCHOOL";"70901";"WALDEN GREEN MONTESSORI";0;"01112";"ELLIOTT ELEMENTARY SCHOOL";0
"23060-01500";"GRAND LEDGE PUBLIC SCHOOLS - GREENWOOD ELEMENTARY SCHOOL";"70902";"WEST MI ACADEMY OF ARTS AND ACADEMICS";0;"01114";"BREWSTER ELEMENTARY SCHOOL";0
"23060-04122";"GRAND LEDGE PUBLIC SCHOOLS - T.C. HOLBROOK ELEMENTARY SCHOOL";"70904";"BLACK RIVER PUBLIC SCHOOL";0;"01116";"WILLIAM E. MILLER SCHOOL";0
"23060-04323";"GRAND LEDGE PUBLIC SCHOOLS - WACOUSTA ELEMENTARY SCHOOL";"70905";"VANDERBILT CHARTER ACADEMY";0;"01120";"ELM RIVER TOWNSHIP SCHOOL ";0
"23060-05818";"GRAND LEDGE PUBLIC SCHOOLS - LEON W. HAYES MIDDLE SCHOOL";"70906";"EAGLE CREST CHARTER ACADEMY";0;"01122";"ELMHURST SCHOOL";0
"23060-08351";"GRAND LEDGE PUBLIC SCHOOLS - WILLOW RIDGE ELEMENTARY SCHOOL";"70907";"WAVECREST CAREER ACADEMY";0;"01125";"ELMS ELEMENTARY SCHOOL";0
"23060-08979";"GRAND LEDGE PUBLIC SCHOOLS - SAWDON HIGH SCHOOL";"71050";"ONAWAY AREA COMMUNITY SCHOOL DISTRICT";0;"01127";"ELMWOOD ELEMENTARY SCHOOL";0
"23065-00000";"MAPLE VALLEY SCHOOLS - ALL SCHOOLS";"71060";"POSEN CONSOLIDATED SCHOOL DISTRICT";0;"01128";"ELSA MEYER ELEMENTARY SCHOOL";0
"23065-01339";"MAPLE VALLEY SCHOOLS - FULLER STREET ELEMENTARY SCHOOL";"71080";"ROGERS CITY AREA SCHOOLS";0;"01130";"ELWELL ELEMENTARY SCHOOL";0
"23065-02354";"MAPLE VALLEY SCHOOLS - MAPLE VALLEY JR/SR HIGH SCHOOL";"71902";"PRESQUE ISLE ACADEMY II";0;"01134";"EMERSON ELEMENTARY SCHOOL";0
"23065-02359";"MAPLE VALLEY SCHOOLS - MAPLEWOOD SCHOOL";"72010";"GERRISH-HIGGINS SCHOOL DISTRICT";0;"01137";"EMERSON MIDDLE SCHOOL";0
"23065-07776";"MAPLE VALLEY SCHOOLS - KELLOGG EDUCATION CENTER";"72020";"HOUGHTON LAKE COMMUNITY SCHOOLS";0;"01139";"EMERSON SCHOOL";0
"23080-00000";"OLIVET COMMUNITY SCHOOLS - ALL SCHOOLS";"73000";"SAGINAW ISD";0;"01140";"EMERSON SCHOOL";0
"23080-01221";"OLIVET COMMUNITY SCHOOLS - FERN PERSONS ELEMENTARY SCHOOL";"73010";"SAGINAW CITY SCHOOL DISTRICT";0;"01142";"EMERSON SCHOOL";0
"23080-02828";"OLIVET COMMUNITY SCHOOLS - OLIVET HIGH SCHOOL";"73030";"CARROLLTON SCHOOL DISTRICT";0;"01148";"ENGADINE ELEMENTARY SCHOOL";0
"23080-06354";"OLIVET COMMUNITY SCHOOLS - OLIVET MIDDLE SCHOOL";"73040";"SAGINAW TOWNSHIP COMMUNITY SCHOOLS";0;"01149";"ENGADINE HIGH SCHOOL";0
"23090-00000";"POTTERVILLE PUBLIC SCHOOLS - ALL SCHOOLS";"73080";"BUENA VISTA SCHOOL DISTRICT";0;"01152";"EPPLER JUNIOR HIGH SCHOOL";0
"23090-02170";"POTTERVILLE PUBLIC SCHOOLS - POTTERVILLE ELEMENTARY SCHOOL";"73110";"CHESANING UNION SCHOOLS";0;"01153";"ERICKSON SCHOOL";0
"23090-03112";"POTTERVILLE PUBLIC SCHOOLS - POTTERVILLE HIGH SCHOOL";"73170";"BIRCH RUN AREA SCHOOL DISTRICT";0;"01154";"ERNEST W. SEAHOLM HIGH SCHOOL";0
"23090-07894";"POTTERVILLE PUBLIC SCHOOLS - NEC ADULT AND ALTERNATIVE EDUCATION";"73180";"BRIDGEPORT-SPAULDING COMMUNITY SCHOOL DISTRICT";0;"01155";"ESCANABA AREA PUBLIC HIGH SCHOOL";0
"23090-09073";"POTTERVILLE PUBLIC SCHOOLS - POTTERVILLE MIDDLE SCHOOL";"73190";"FRANKENMUTH SCHOOL DISTRICT";0;"01156";"ESCANABA MIDDLE SCHOOL";0
"23490-00000";"ONEIDA TOWNSHIP S/D #3 - ALL SCHOOLS";"73200";"FREELAND COMMUNITY SCHOOL DISTRICT";0;"01157";"ESTABROOK SCHOOL";0
"23490-05627";"ONEIDA TOWNSHIP S/D #3 - STRANGE SCHOOL";"73210";"HEMLOCK PUBLIC SCHOOL DISTRICT";0;"01159";"EUREKA HEIGHTS ELEMENTARY SCHOOL";0
"23901-00000";"ISLAND CITY ACADEMY - ALL SCHOOLS";"73230";"MERRILL COMMUNITY SCHOOLS";0;"01161";"EUREKA SCHOOL";0
"23901-08322";"ISLAND CITY ACADEMY - ISLAND CITY ACADEMY";"73240";"ST. CHARLES COMMUNITY SCHOOLS";0;"01164";"EVART ELEMENTARY SCHOOL";0
"24020-00000";"HARBOR SPRINGS SCHOOL DISTRICT - ALL SCHOOLS";"73255";"SWAN VALLEY SCHOOL DISTRICT";0;"01165";"EVART HIGH SCHOOL";0
"24020-01564";"HARBOR SPRINGS SCHOOL DISTRICT - HARBOR SPRINGS HIGH SCHOOL";"73905";"SAGINAW COUNTY TRANSITION ACADEMY";0;"01166";"EVERETT HIGH SCHOOL";0
"24020-01566";"HARBOR SPRINGS SCHOOL DISTRICT - SHAY ELEMENTARY SCHOOL";"73908";"SAGINAW PREPARATORY ACADEMY";0;"01174";"EWELL ELEMENTARY SCHOOL";0
"24020-07547";"HARBOR SPRINGS SCHOOL DISTRICT - HARBOR SPRINGS MIDDLE SCHOOL";"73909";"FRANCIS REH PSA";0;"01175";"EWEN-TROUT CREEK CONSOLIDATED SCHOOL";0
"24030-00000";"ALANSON PUBLIC SCHOOLS - ALL SCHOOLS";"73910";"NORTH SAGINAW CHARTER ACADEMY";0;"01178";"FAIRVIEW ELEMENTARY SCHOOL";0
"24030-02241";"ALANSON PUBLIC SCHOOLS - ALANSON PUBLIC SCHOOL";"73912";"INTERNATIONAL ACADEMY OF SAGINAW";0;"01179";"FAIR HAVEN ELEMENTARY SCHOOL";0
"24040-00000";"PELLSTON PUBLIC SCHOOLS - ALL SCHOOLS";"74010";"PORT HURON AREA SCHOOL DISTRICT";0;"01181";"FAIR PLAIN WEST ELEMENTARY SCHOOL";0
"24040-02993";"PELLSTON PUBLIC SCHOOLS - PELLSTON ELEMENTARY SCHOOL";"74030";"ALGONAC COMMUNITY SCHOOL DISTRICT";0;"01193";"FAIRVIEW ELEMENTARY SCHOOL";0
"24040-02994";"PELLSTON PUBLIC SCHOOLS - PELLSTON MIDDLE/HIGH SCHOOL";"74040";"CAPAC COMMUNITY SCHOOL DISTRICT";0;"01194";"FAIRVIEW HIGH SCHOOL";0
"24070-00000";"PUBLIC SCHOOLS OF PETOSKEY - ALL SCHOOLS";"74050";"EAST CHINA SCHOOL DISTRICT";0;"01195";"FAIRVIEW SCHOOL";0
"24070-00623";"PUBLIC SCHOOLS OF PETOSKEY - CENTRAL ELEMENTARY SCHOOL";"74100";"MARYSVILLE PUBLIC SCHOOLS";0;"01202";"FANCHER SCHOOL";0
"24070-02220";"PUBLIC SCHOOLS OF PETOSKEY - LINCOLN SCHOOL";"74120";"MEMPHIS COMMUNITY SCHOOLS";0;"01204";"FARMINGTON HIGH SCHOOL";0
"24070-02867";"PUBLIC SCHOOLS OF PETOSKEY - OTTAWA ELEMENTARY SCHOOL";"74130";"YALE PUBLIC SCHOOLS";0;"01205";"FARMINGTON ELEMENTARY SCHOOL";0
"24070-03017";"PUBLIC SCHOOLS OF PETOSKEY - PETOSKEY HIGH SCHOOL";"74901";"ST. CLAIR COUNTY LEARNING ACADEMY";0;"01207";"FARRAND ELEMENTARY SCHOOL";0
"24070-03018";"PUBLIC SCHOOLS OF PETOSKEY - PETOSKEY MIDDLE SCHOOL";"74903";"LANDMARK ACADEMY";0;"01209";"FARWELL ELEMENTARY SCHOOL";0
"24070-03463";"PUBLIC SCHOOLS OF PETOSKEY - SHERIDAN SCHOOL";"74911";"ST. CLAIR COUNTY INTERVENTION ACADEMY";0;"01210";"FARWELL HIGH SCHOOL";0
"24070-08492";"PUBLIC SCHOOLS OF PETOSKEY - PETOSKEY MONTESSORI ELEM. SCHOOL";"75000";"ST. JOSEPH COUNTY ISD";0;"01211";"FARWELL MIDDLE SCHOOL";0
"24901-00000";"CONCORD ACADEMY - PETOSKEY - ALL SCHOOLS";"75010";"STURGIS PUBLIC SCHOOLS";0;"01216";"BLANCHETTE MIDDLE SCHOOL";0
"24901-08210";"CONCORD ACADEMY - PETOSKEY - CONCORD ACADEMY-PETOSKEY";"75020";"BURR OAK COMMUNITY SCHOOL DISTRICT";0;"01217";"FENNVILLE PUBLIC HIGH SCHOOL";0
"25000-00000";"GENESEE ISD - ALL SCHOOLS";"75030";"CENTREVILLE PUBLIC SCHOOLS";0;"01219";"ANDREW G. SCHMIDT MIDDLE SCHOOL";0
"25000-09725";"GENESEE ISD - SPECIAL SERVICES - NORTH";"75040";"COLON COMMUNITY SCHOOL DISTRICT";0;"01221";"FERN PERSONS ELEMENTARY SCHOOL";0
"25010-00000";"FLINT CITY SCHOOL DISTRICT - ALL SCHOOLS";"75050";"CONSTANTINE PUBLIC SCHOOL DISTRICT";0;"01222";"FERNDALE HIGH SCHOOL";0
"25010-00094";"FLINT CITY SCHOOL DISTRICT - ANDERSON SCHOOL";"75060";"MENDON COMMUNITY SCHOOL DISTRICT";0;"01226";"FERRY ELEMENTARY SCHOOL";0
"25010-00425";"FLINT CITY SCHOOL DISTRICT - BROWNELL SCHOOL";"75070";"WHITE PIGEON COMMUNITY SCHOOLS";0;"01227";"FERRY SCHOOL";0
"25010-00530";"FLINT CITY SCHOOL DISTRICT - CARPENTER ROAD SCHOOL";"75080";"THREE RIVERS COMMUNITY SCHOOLS";0;"01230";"LEOTA FIEDLER ELEMENTARY SCHOOL";0
"25010-00618";"FLINT CITY SCHOOL DISTRICT - CENTRAL HIGH SCHOOL";"75100";"NOTTAWA COMMUNITY SCHOOL";0;"01233";"CRAIG EI";0
"25010-00693";"FLINT CITY SCHOOL DISTRICT - CIVIC PARK SCHOOL";"76060";"BROWN CITY COMMUNITY SCHOOLS";0;"01236";"FINNEY HIGH SCHOOL";0
"25010-00789";"FLINT CITY SCHOOL DISTRICT - COOLIDGE SCHOOL";"76070";"CARSONVILLE-PORT SANILAC SCHOOL DISTRICT";0;"01237";"FISCHER ELEMENTARY SCHOOL";0
"25010-00938";"FLINT CITY SCHOOL DISTRICT - DORT SCHOOL";"76080";"CROSWELL-LEXINGTON COMMUNITY SCHOOLS";0;"01238";"SUPERIOR HILLS ELEMENTARY SCHOOL";0
"25010-00974";"FLINT CITY SCHOOL DISTRICT - DURANT TUURI MOTT SCHOOL";"76090";"DECKERVILLE COMMUNITY SCHOOL DISTRICT";0;"01239";"FISHER ELEMENTARY SCHOOL";0
"25010-01098";"FLINT CITY SCHOOL DISTRICT - EISENHOWER SCHOOL";"76140";"MARLETTE COMMUNITY SCHOOLS";0;"01242";"FITZGERALD SENIOR HIGH SCHOOL";0
"25010-01320";"FLINT CITY SCHOOL DISTRICT - FREEMAN SCHOOL";"76180";"PECK COMMUNITY SCHOOL DISTRICT";0;"01244";"FITZGERALD ELEMENTARY SCHOOL";0
"25010-01370";"FLINT CITY SCHOOL DISTRICT - GARFIELD SCHOOL";"76210";"SANDUSKY COMMUNITY SCHOOL DISTRICT";0;"01245";"FLANDERS ELEMENTARY SCHOOL";0
"25010-02522";"FLINT CITY SCHOOL DISTRICT - MERRILL SCHOOL";"77010";"MANISTIQUE AREA SCHOOLS";0;"01246";"FLAT ROCK COMMUNITY HIGH SCHOOL";0
"25010-02670";"FLINT CITY SCHOOL DISTRICT - NEITHERCUT ELEMENTARY SCHOOL";"78000";"SHIAWASSEE REGIONAL ESD";0;"01248";"FLEMING ELEMENTARY SCHOOL";0
"25010-02777";"FLINT CITY SCHOOL DISTRICT - NORTHWESTERN HIGH SCHOOL";"78020";"BYRON AREA SCHOOLS";0;"01249";"TITAN ALTERNATIVE HIGH SCHOOL";0
"25010-03033";"FLINT CITY SCHOOL DISTRICT - PIERCE SCHOOL";"78030";"DURAND AREA SCHOOLS";0;"01250";"FLICKINGER ELEMENTARY SCHOOL";0
"25010-03108";"FLINT CITY SCHOOL DISTRICT - POTTER SCHOOL";"78040";"LAINGSBURG COMMUNITY SCHOOL DISTRICT";0;"01254";"TOWNSEND ELEMENTARY SCHOOL";0
"25010-03129";"FLINT CITY SCHOOL DISTRICT - DOYLE/RYDER SCHOOL";"78060";"MORRICE AREA SCHOOLS";0;"01255";"FLOYD SCHOOL";0
"25010-03423";"FLINT CITY SCHOOL DISTRICT - SCOTT SCHOOL";"78070";"NEW LOTHROP AREA PUBLIC SCHOOLS";0;"01256";"FLUSHING HIGH SCHOOL";0
"25010-03554";"FLINT CITY SCHOOL DISTRICT - SOUTHWESTERN ACADEMY";"78080";"PERRY PUBLIC SCHOOL DISTRICT";0;"01257";"FLUSHING MIDDLE SCHOOL";0
"25010-04073";"FLINT CITY SCHOOL DISTRICT - STEWART SCHOOL";"78100";"CORUNNA PUBLIC SCHOOL DISTRICT";0;"01260";"FORDLINE ELEMENTARY SCHOOL";0
"25010-04387";"FLINT CITY SCHOOL DISTRICT - WASHINGTON SCHOOL";"78110";"OWOSSO PUBLIC SCHOOLS";0;"01261";"FORDSON HIGH SCHOOL";0
"25010-04520";"FLINT CITY SCHOOL DISTRICT - CLASSICAL ACADEMY";"79000";"TUSCOLA ISD";0;"01263";"FOREST GROVE ELEMENTARY SCHOOL";0
"25010-04995";"FLINT CITY SCHOOL DISTRICT - BUNCHE SCHOOL";"79010";"AKRON-FAIRGROVE SCHOOLS";0;"01264";"CENTRAL MIDDLE SCHOOL";0
"25010-05699";"FLINT CITY SCHOOL DISTRICT - WILLIAMS SCHOOL";"79020";"CARO COMMUNITY SCHOOLS";0;"01265";"CENTRAL HIGH SCHOOL";0
"25010-05949";"FLINT CITY SCHOOL DISTRICT - SUMMERFIELD SCHOOL";"79030";"CASS CITY PUBLIC SCHOOLS";0;"01266";"FOREST PARK ELEMENTARY SCHOOL";0
"25010-06015";"FLINT CITY SCHOOL DISTRICT - SCHOOLS OF CHOICE";"79080";"KINGSTON COMMUNITY SCHOOL DISTRICT";0;"01269";"FOREST VIEW SCHOOL";0
"25010-06199";"FLINT CITY SCHOOL DISTRICT - NORTHERN HIGH SCHOOL";"79090";"MAYVILLE COMMUNITY SCHOOL DISTRICT";0;"01270";"FORREST G. AVERILL SCHOOL";0
"25010-06260";"FLINT CITY SCHOOL DISTRICT - WILKINS SCHOOL";"79100";"MILLINGTON COMMUNITY SCHOOLS";0;"01271";"FORSYTHE MIDDLE SCHOOL";0
"25010-07576";"FLINT CITY SCHOOL DISTRICT - MOTT MIDDLE COLLEGE HIGH SCHOOL";"79110";"REESE PUBLIC SCHOOLS";0;"01272";"FORT GRATIOT MIDDLE SCHOOL";0
"25010-09081";"FLINT CITY SCHOOL DISTRICT - BRYANT ELEMENTARY SCHOOL";"79145";"UNIONVILLE-SEBEWAING AREA S.D.";0;"01275";"FOSTER SCHOOL";0
"25010-09891";"FLINT CITY SCHOOL DISTRICT - HOLMES FOUNDATION";"79150";"VASSAR PUBLIC SCHOOLS";0;"01279";"FOUNTAIN ELEMENTARY SCHOOL";0
"25010-09892";"FLINT CITY SCHOOL DISTRICT - MCKINLEY FOUNDATION ";"80000";"VAN BUREN ISD";0;"01283";"WALDRON ELEMENTARY AND MIDDLE SCHOOL";0
"25030-00000";"GRAND BLANC COMMUNITY SCHOOLS - ALL SCHOOLS";"80010";"SOUTH HAVEN PUBLIC SCHOOLS";0;"01284";"FOWLER HIGH SCHOOL";0
"25030-01453";"GRAND BLANC COMMUNITY SCHOOLS - GRAND BLANC COMMUNITY HIGH SCHOOL";"80020";"BANGOR PUBLIC SCHOOLS";0;"01286";"FOWLERVILLE HIGH SCHOOL";0
"25030-01833";"GRAND BLANC COMMUNITY SCHOOLS - INDIAN HILL ELEMENTARY SCHOOL";"80040";"COVERT PUBLIC SCHOOLS";0;"01293";"FRANK G. MIXTER SCHOOL";0
"25030-02654";"GRAND BLANC COMMUNITY SCHOOLS - MYERS ELEMENTARY SCHOOL";"80050";"DECATUR PUBLIC SCHOOLS";0;"01297";"FRANKENMUTH HIGH SCHOOL";0
"25030-05677";"GRAND BLANC COMMUNITY SCHOOLS - MCGRATH ELEMENTARY SCHOOL";"80090";"BLOOMINGDALE PUBLIC SCHOOL DISTRICT";0;"01298";"FRANKFORT ELEMENTARY SCHOOL";0
"25030-07364";"GRAND BLANC COMMUNITY SCHOOLS - REID ELEMENTARY SCHOOL";"80110";"GOBLES PUBLIC SCHOOL DISTRICT";0;"01299";"FRANKFORT HIGH SCHOOL";0
"25030-08963";"GRAND BLANC COMMUNITY SCHOOLS - CITY SCHOOL";"80120";"HARTFORD PUBLIC SCHOOL DISTRICT";0;"01302";"FRANKLIN HIGH SCHOOL";0
"25030-09157";"GRAND BLANC COMMUNITY SCHOOLS - LILLIAN G. MASON ELEMENTARY SCHOOL";"80130";"LAWRENCE PUBLIC SCHOOL DISTRICT";0;"01305";"FRANKLIN HIGH SCHOOL";0
"25030-09382";"GRAND BLANC COMMUNITY SCHOOLS - GRAND BLANC MIDDLE SCHOOL EAST";"80140";"LAWTON COMMUNITY SCHOOL DISTRICT";0;"01306";"FRANKLIN SCHOOL";0
"25030-09383";"GRAND BLANC COMMUNITY SCHOOLS - GRAND BLANC MIDDLE SCHOOL WEST";"80150";"MATTAWAN CONSOLIDATED SCHOOL";0;"01307";"FRANKLIN ELEMENTARY SCHOOL";0
"25030-09665";"GRAND BLANC COMMUNITY SCHOOLS - BRENDEL ELEMENTARY SCHOOL";"80160";"PAW PAW PUBLIC SCHOOL DISTRICT";0;"01308";"FRASER HIGH SCHOOL";0
"25040-00000";"MT. MORRIS CONSOLIDATED SCHOOLS - ALL SCHOOLS";"80240";"BANGOR TOWNSHIP S/D #8";0;"01311";"FRED D. LEONHARD ELEMENTARY SCHOOL";0
"25040-01863";"MT. MORRIS CONSOLIDATED SCHOOLS - MOORE ELEMENTARY SCHOOL";"81010";"ANN ARBOR PUBLIC SCHOOLS";0;"01312";"FRED W. RITTER ELEMENTARY SCHOOL";0
"25040-02595";"MT. MORRIS CONSOLIDATED SCHOOLS - MONTAGUE ELEMENTARY SCHOOL";"81020";"SCHOOL DISTRICT OF YPSILANTI";0;"01319";"FREELAND MIDDLE SCHOOL/HIGH SCHOOL";0
"25040-02631";"MT. MORRIS CONSOLIDATED SCHOOLS - CENTRAL ELEMENTARY SCHOOL";"81040";"CHELSEA SCHOOL DISTRICT";0;"01320";"FREEMAN SCHOOL";0
"25040-02633";"MT. MORRIS CONSOLIDATED SCHOOLS - MT. MORRIS JUNIOR HIGH SCHOOL";"81050";"DEXTER COMMUNITY SCHOOL DISTRICT";0;"01324";"FREMONT HIGH SCHOOL";0
"25040-03053";"MT. MORRIS CONSOLIDATED SCHOOLS - PINEHURST ELEMENTARY SCHOOL";"81070";"LINCOLN CONSOLIDATED SCHOOL DISTRICT";0;"01326";"FREMONT SCHOOL";0
"25040-05763";"MT. MORRIS CONSOLIDATED SCHOOLS - E.A. JOHNSON MEMORIAL H.S.";"81080";"MANCHESTER COMMUNITY SCHOOLS";0;"01330";"ROCKWELL SCHOOL";0
"25040-07691";"MT. MORRIS CONSOLIDATED SCHOOLS - MT. MORRIS ALTERNATIVE ED.";"81100";"MILAN AREA SCHOOLS";0;"01333";"ROOSEVELT MIDDLE SCHOOL";0
